time,position,rotation,velocity
0.523,"[6.310847798811012e-07, 1.099359175706031e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.524,"[6.297384515909291e-07, 1.1155268537339066e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.525,"[6.305801450350382e-07, 1.1170187957392238e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.526,"[6.379112175583859e-07, 1.1112172823228547e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.527,"[6.458008104635871e-07, 1.1008354276298165e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.528,"[6.495826728953116e-07, 1.0878567417085495e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.529,"[6.499306789758616e-07, 1.0737690594964782e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.53,"[6.504521804532801e-07, 1.0596102088980815e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.531,"[6.546108851802207e-07, 1.0460830479262033e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.532,"[6.643359803416848e-07, 1.0336781221235933e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.533,"[6.801185616347669e-07, 1.0227410076001223e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.534,"[7.018257887278501e-07, 1.0135000689920433e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.535,"[7.290484897873664e-07, 1.0060247787698094e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.536,"[7.547411660230319e-07, 1.0000323680908923e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.537,"[1.673948641752604e-06, 9.943164347411134e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.538,"[3.443430475068461e-06, 9.894377307621389e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
