time,position,rotation,velocity
22.377,"[9.906899106669533, -2.7489775606799154, 0.0]","[0.0, 0.0, -0.8359687413999558]","[0.5, 0.0, -0.11372389155644919]"
22.576999999999998,"[9.973160313996555, -2.82409166981308, 0.0]","[0.0, 0.0, -0.8622299896663959]","[0.5, 0.0, -0.16674718464522395]"
22.777,"[10.037003233462924, -2.9014426307364696, 0.0]","[0.0, 0.0, -0.9043283506467725]","[0.5, 0.0, -0.3065554153200953]"
22.977,"[10.098003272980861, -2.9794081560207077, 0.0]","[0.0, 0.0, -0.8827289360576802]","[0.5, 0.0, 0.3525927820032962]"
23.177,"[10.163740693023154, -3.0538937979651957, 0.0]","[0.0, 0.0, -0.8137301435803472]","[0.5, 0.0, 0.3345166969222767]"
23.377,"[10.234359157976712, -3.123849995047768, 0.0]","[0.0, 0.0, -0.7481450756161465]","[0.5, 0.0, 0.3174045490721953]"
23.576999999999998,"[10.309292132488503, -3.1892350631297903, 0.0]","[0.0, 0.0, -0.6861163882043622]","[0.5, 0.0, 0.30129475607000894]"
23.777,"[10.388078018144697, -3.249969378977302, 0.0]","[0.0, 0.0, -0.627374256513403]","[0.5, 0.0, 0.2861025654361603]"
23.977,"[10.470235680914156, -3.3061171238233564, 0.0]","[0.0, 0.0, -0.5716597936447199]","[0.5, 0.0, 0.27174961821870763]"
24.177,"[10.555347157372223, -3.3577354897744978, 0.0]","[0.0, 0.0, -0.5187935373753636]","[0.5, 0.0, 0.25818122611485184]"
24.377,"[10.643037992123599, -3.4049128109420326, 0.0]","[0.0, 0.0, -0.46863970986549003]","[0.5, 0.0, 0.24535680293651826]"
24.576999999999998,"[10.732962234912906, -3.4477488102184926, 0.0]","[0.0, 0.0, -0.4209216082881746]","[0.5, 0.0, 0.23318921040742563]"
24.777,"[10.824806512825608, -3.486344660546448, 0.0]","[0.0, 0.0, -0.3752979136430871]","[0.5, 0.0, 0.22158264342238812]"
24.977,"[10.918273052527717, -3.5208673996360385, 0.0]","[0.0, 0.0, -0.3321399765364906]","[0.5, 0.0, 0.21064877077979982]"
25.177,"[11.013129091127478, -3.551431196747335, 0.0]","[0.0, 0.0, -0.29119053957218816]","[0.5, 0.0, 0.20031006934656614]"
25.377,"[11.109139135765428, -3.578194314079568, 0.0]","[0.0, 0.0, -0.2523242569011148]","[0.5, 0.0, 0.1905311567324939]"
25.576999999999998,"[11.206108717856347, -3.601306977856587, 0.0]","[0.0, 0.0, -0.21540637336472918]","[0.5, 0.0, 0.1812731037885075]"
25.777,"[11.303868308743525, -3.62092011854303, 0.0]","[0.0, 0.0, -0.1803308625650485]","[0.5, 0.0, 0.17250598710465775]"
25.977,"[11.402265481164681, -3.637180700354261, 0.0]","[0.0, 0.0, -0.14698118390747694]","[0.5, 0.0, 0.1641968057314439]"
26.177,"[11.501168084609589, -3.6502317152812465, 0.0]","[0.0, 0.0, -0.1151983750539649]","[0.5, 0.0, 0.15630036850453946]"
26.377,"[11.600457822399436, -3.6602074175567583, 0.0]","[0.0, 0.0, -0.08492653000338864]","[0.5, 0.0, 0.1488005442680886]"
26.576999999999998,"[11.70002158681355, -3.6672481907107493, 0.0]","[0.0, 0.0, -0.056098228101985115]","[0.5, 0.0, 0.14167986737752708]"
26.777,"[11.799755040238145, -3.6714838369454714, 0.0]","[0.0, 0.0, -0.028680922829220298]","[0.5, 0.0, 0.13492606886860356]"
26.977,"[11.899557655824974, -3.6730329809921924, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.12849533639019536]"
27.177,"[11.999373969108676, -3.6720365754153312, 0.0]","[0.0, 0.0, 0.02234024923279385]","[0.5, 0.0, 0.12241113696607048]"
27.377,"[12.099153499310226, -3.6686193190019742, 0.0]","[0.0, 0.0, 0.046167291197115136]","[0.5, 0.0, 0.11658938934134681]"
27.578,"[12.199306497416272, -3.662833498372729, 0.0]","[0.0, 0.0, 0.06923662026099363]","[0.5, 0.0, 0.11095268181298813]"
27.779,"[12.299312671868819, -3.654799114758046, 0.0]","[0.0, 0.0, 0.09118499880602876]","[0.5, 0.0, 0.10560712260364362]"
27.979,"[12.398635920681771, -3.6446845633060923, 0.0]","[0.0, 0.0, 0.11197205448464431]","[0.5, 0.0, 0.10056037901172293]"
28.179,"[12.497739796966021, -3.632559870854038, 0.0]","[0.0, 0.0, 0.13177617304344275]","[0.5, 0.0, 0.09576692229804228]"
28.379,"[12.596599647150526, -3.618523309464852, 0.0]","[0.0, 0.0, 0.15063827781356584]","[0.5, 0.0, 0.09121607675178255]"
28.579,"[12.69519261844749, -3.602670002756573, 0.0]","[0.0, 0.0, 0.16860056762691336]","[0.5, 0.0, 0.08689675250713817]"
28.779,"[12.793500042621808, -3.5850899166112065, 0.0]","[0.0, 0.0, 0.18571322985647132]","[0.5, 0.0, 0.08279535675610554]"
28.979,"[12.891508679854297, -3.5658681608002385, 0.0]","[0.0, 0.0, 0.2020147314159396]","[0.5, 0.0, 0.07890189097928553]"
29.179,"[12.989206336888023, -3.5450856246662728, 0.0]","[0.0, 0.0, 0.2175510047808005]","[0.5, 0.0, 0.07520397218061697]"
29.379,"[13.086586195080272, -3.522819068460364, 0.0]","[0.0, 0.0, 0.2323587274647765]","[0.5, 0.0, 0.07169196182050487]"
29.579,"[13.183641531149528, -3.4991417725884073, 0.0]","[0.0, 0.0, 0.2464680072150702]","[0.5, 0.0, 0.06835812748353323]"
29.779,"[13.280366393354472, -3.4741228262003476, 0.0]","[0.0, 0.0, 0.25993121396992075]","[0.5, 0.0, 0.06518719453960409]"
29.979,"[13.376761992861354, -3.4478269624704017, 0.0]","[0.0, 0.0, 0.2727544705660987]","[0.5, 0.0, 0.062181014611746216]"
30.179,"[13.472825148714108, -3.4203209299997495, 0.0]","[0.0, 0.0, 0.28496210300580255]","[0.5, 0.0, 0.059329989734121145]"
30.379,"[13.568551305591289, -3.3916609643160323, 0.0]","[0.0, 0.0, 0.29669589859069334]","[0.5, 0.0, 0.056593591246044156]"
30.579,"[13.663942508580925, -3.361894323682566, 0.0]","[0.0, 0.0, 0.307983246477356]","[0.5, 0.0, 0.05396563774071852]"
30.779,"[13.759002855130396, -3.331076789116419, 0.0]","[0.0, 0.0, 0.3187856951678211]","[0.5, 0.0, 0.05145889073982648]"
30.979,"[13.85373590702352, -3.2992630821048605, 0.0]","[0.0, 0.0, 0.3290831546232981]","[0.5, 0.0, 0.049080091511307204]"
31.179,"[13.948146051484695, -3.2665047670192915, 0.0]","[0.0, 0.0, 0.338883282625957]","[0.5, 0.0, 0.046828144909535775]"
