y_truth,y_pred
0.563482,0.64331347
-0.023835406,0.10057917
0.114215836,0.14818543
-0.19632256,-0.1862527
0.0,0.0063734837
0.0,0.0010354426
0.0,-0.008140348
-1.572577,-1.4082166
0.563482,0.6408483
-0.023835406,0.12291625
0.08311432,0.11972956
-0.230383,-0.22065169
0.0,0.008356612
0.0,0.0019613374
0.0,-0.005808888
-1.5726203,-1.4122764
0.563482,0.63780755
-0.023835406,0.14671783
0.051979046,0.09137972
-0.26447165,-0.2549856
0.0,0.010504153
0.0,0.003017717
0.0,-0.003358787
-1.5726804,-1.4170263
0.563482,0.6342156
-0.023835406,0.1718288
0.020871323,0.06312813
-0.29851788,-0.28922966
0.0,0.012801174
0.0,0.0041995663
0.0,-0.0007977113
-1.5727681,-1.4224465
0.563482,0.6301058
-0.023835406,0.19806021
-0.010240969,0.03501151
-0.33254957,-0.32330897
0.0,0.015227925
0.0,0.0054982584
0.0,0.0018635746
-1.5728966,-1.428507
0.563482,0.62551594
-0.023835406,0.22519684
-0.04125015,0.0070344023
-0.36664808,-0.35718077
0.0,0.01776534
0.0,0.0069035897
0.0,0.004613312
-1.5447215,-1.4351686
0.563482,0.62048864
4.1382136,0.25299925
-0.060056098,0.07892443
-0.41989386,-0.30185938
0.0,0.036064196
0.0,0.015625156
0.0,-0.009180665
-1.1055253,-0.8682052
0.563482,0.4978145
2.5358617,2.2745333
-0.051318794,-0.15589483
-0.48159936,-0.35932922
0.0,0.0063599832
0.0,0.0007569343
0.0,0.038312856
-0.831911,-0.9039069
0.563482,0.579717
1.5696006,1.2770422
-0.021609306,-0.09867999
-0.5172615,-0.5502284
0.0,0.00084133446
0.0,0.035701558
0.0,0.048451982
-0.6609908,-0.766039
0.563482,0.5848647
0.9745581,0.751263
0.0141863115,-0.03159995
-0.53075236,-0.64448947
0.0,-0.014646407
0.0,0.055457044
0.0,0.041432198
-0.5539124,-0.6371826
0.563482,0.57281125
0.60355866,0.57805336
0.05093077,2.444163e-05
-0.5311856,-0.6335386
0.0,-0.022846531
0.0,0.05174351
0.0,0.026169416
-0.48654446,-0.5722726
0.563482,0.5689031
0.37147534,0.5494804
0.08744004,0.025374424
-0.5232863,-0.58160585
0.0,-0.01990357
0.0,0.03990074
0.0,0.007815882
-0.44386333,-0.55118895
0.563482,0.57483846
0.22503112,0.53120583
0.12346887,0.054990534
-0.5101756,-0.52813685
0.0,-0.009648632
0.0,0.029068585
0.0,-0.00793514
-0.41696444,-0.53682286
0.563482,0.5890267
0.13316204,0.493979
0.1590613,0.08938435
-0.4938154,-0.4876005
0.0,0.003766533
0.0,0.020698953
0.0,-0.01844437
-0.39994693,-0.5164146
0.563482,0.608424
0.075295664,0.4476078
0.19432339,0.12793142
-0.4754179,-0.45896116
0.0,0.016689997
0.0,0.014150398
0.0,-0.023990694
-0.38910362,-0.4930088
0.563482,0.62705463
0.03857375,0.3967468
0.22935511,0.16898713
-0.45573598,-0.43535897
0.0,0.026206043
0.0,0.008777405
0.0,-0.025558926
-0.3822227,-0.46914005
0.563482,0.6401546
0.0153849,0.34599328
0.26426676,0.22570351
-0.4352191,-0.4329608
0.0,0.029943306
0.0,0.0024440615
0.0,-0.016451951
-0.37785843,-0.43189448
0.563482,0.63561076
0.0007453838,0.28155658
0.2990059,0.26640874
-0.41422647,-0.4177251
0.0,0.02241252
0.0,-0.0002737902
0.0,-0.0035084672
-0.37504297,-0.40874285
0.563482,0.61541396
-0.023835406,0.24219441
0.33371308,0.29847434
-0.39288285,-0.39567375
0.0,0.016507242
0.0,-0.0014182348
0.0,0.0038064588
-0.37322903,-0.39849252
0.563482,0.60216844
-0.023835406,0.19349961
0.3683768,0.32642713
-0.37132835,-0.37072542
0.0,0.012843881
0.0,-0.0020519886
0.0,0.007134339
-0.3720903,-0.38830158
0.563482,0.5982763
-0.023835406,0.18611912
0.40301284,0.35682383
-0.34963888,-0.34487402
0.0,0.010550488
0.0,-0.002850527
0.0,0.008797352
-0.37137976,-0.38485944
0.563482,0.5981371
-0.023835406,0.1782413
0.43763074,0.38914615
-0.32786414,-0.31831634
0.0,0.008943748
0.0,-0.0035685468
0.0,0.009698334
-0.3708946,-0.38279027
0.563482,0.5996946
-0.023835406,0.1741322
0.47223756,0.42272338
-0.30603564,-0.2914435
0.0,0.007798519
0.0,-0.004302252
0.0,0.010172839
-0.37059984,-0.38152292
0.563482,0.6022306
-0.023835406,0.17280135
0.5068375,0.45720923
-0.2841737,-0.26443923
0.0,0.006989952
0.0,-0.005037641
0.0,0.01040585
-0.37045392,-0.38082498
0.563482,0.6053675
-0.023835406,0.1736264
2.434147,2.2566476
-0.68365544,-0.7752833
0.0,-0.020626992
0.0,-0.05840233
0.0,-0.040885232
-0.2581415,-0.09816854
1.0825312,0.8396469
-0.023835406,-0.0880713
2.3940947,2.2139637
-0.7021205,-0.79477006
0.0,-0.015379995
0.0,-0.059310086
0.0,-0.0394115
-0.2584597,-0.098851345
1.0825312,0.84255886
-0.023835406,-0.092794836
2.354036,2.1776938
-0.72054213,-0.8064898
0.0,-0.010582078
0.0,-0.060604848
0.0,-0.03823704
-0.25866678,-0.097493164
1.0825312,0.8465177
-0.023835406,-0.07977985
2.313972,2.1439872
-0.7389264,-0.8180027
0.0,-0.007269185
0.0,-0.06129101
0.0,-0.03701979
-0.25889915,-0.095200494
1.0825312,0.8516972
-0.023835406,-0.06604493
2.2738996,2.110922
-0.7572607,-0.8305637
0.0,-0.0050484277
0.0,-0.0614352
0.0,-0.035683688
-0.25936767,-0.09277055
1.0825312,0.85779345
-0.023835406,-0.05509116
2.2335868,2.0778248
-0.77405584,-0.84383184
0.0,-0.0034485199
0.0,-0.06122271
0.0,-0.03424652
-0.27838674,-0.090470314
1.0825312,0.86448854
-0.14420588,-0.04633444
2.1929216,2.0543616
-0.78805864,-0.8404906
0.0,-0.0001893416
0.0,-0.06271828
0.0,-0.027594302
-0.2895278,-0.14041723
1.0825312,0.8683462
-0.07998556,-0.13654768
2.1521134,2.0189698
-0.80073667,-0.86161536
0.0,-0.0013790466
0.0,-0.05980426
0.0,-0.028574541
-0.29464373,-0.11061937
1.0825312,0.87177753
-0.050563313,-0.049277958
2.1112454,1.9813219
-0.81280535,-0.872212
0.0,-0.00080573186
0.0,-0.05976724
0.0,-0.02833056
-0.29700246,-0.11355889
1.0825312,0.8816302
-0.023835406,-0.039833773
2.0703516,1.9421502
-0.8245932,-0.8834416
0.0,-0.0005316436
0.0,-0.057910033
0.0,-0.027512833
-0.2980782,-0.1061715
1.0825312,0.8913497
-0.023835406,-0.018265706
2.0294452,1.9053245
-0.8362514,-0.8916349
0.0,0.00046227127
0.0,-0.05686242
0.0,-0.025854148
-0.2985774,-0.10850707
1.0825312,0.90097725
-0.023835406,-0.020101387
1.988533,1.8694519
-0.8478488,-0.8999473
0.0,0.00138852
0.0,-0.0555714
0.0,-0.024242382
-0.29882666,-0.10714961
1.0825312,0.90976506
-0.023835406,-0.015928078
1.9476188,1.8340853
-0.85941696,-0.9079549
0.0,0.0024204068
0.0,-0.05450385
0.0,-0.022722565
-0.29893634,-0.1064548
1.0825312,0.9183897
-0.023835406,-0.013205055
1.9067031,1.7988588
-0.87097085,-0.9158171
0.0,0.0034427904
0.0,-0.053430133
0.0,-0.021197043
-0.2989909,-0.10553307
1.0825312,0.9267919
-0.023835406,-0.010688372
1.865786,1.7636521
-0.8825169,-0.92360127
0.0,0.0044555105
0.0,-0.052369192
0.0,-0.019656114
-0.29903287,-0.104662076
1.0825312,0.93498003
-0.023835406,-0.008643277
1.8248693,1.7284048
-0.8940583,-0.9313366
0.0,0.005454462
0.0,-0.05131062
0.0,-0.01809049
-0.29905358,-0.103842326
1.0825312,0.9429361
-0.023835406,-0.006963566
1.7839521,1.6932606
-0.90559614,-0.93880177
0.0,0.006562423
0.0,-0.050317712
0.0,-0.016557205
-0.29906583,-0.10313096
1.0825312,0.95061475
-0.023835406,-0.005199492
1.7430341,1.6579263
-0.9171314,-0.9468221
0.0,0.007475365
0.0,-0.04921949
0.0,-0.014922962
-0.2990816,-0.10246704
1.0825312,0.95820946
-0.023835406,-0.0045123473
1.7021166,1.6224041
-0.9286638,-0.9551721
0.0,0.0082887
0.0,-0.048069187
0.0,-0.013231218
-0.29910314,-0.10186637
1.0825312,0.96567017
-0.023835406,-0.0045946576
1.6611987,1.5866749
-0.9401937,-0.96378493
0.0,0.009035405
0.0,-0.046887554
0.0,-0.011498302
-0.29911277,-0.10132777
1.0825312,0.9729657
-0.023835406,-0.005356889
1.62028,1.5507767
-0.9517209,-0.97254145
0.0,0.009766411
0.0,-0.045705207
0.0,-0.009751044
-0.29912227,-0.100849606
1.0825312,0.9800552
-0.023835406,-0.0066021383
1.5793205,1.5147161
-0.9632568,-0.98145837
0.0,0.010481637
0.0,-0.04452408
0.0,-0.007991064
-0.2991528,-0.10044043
1.0825312,0.9869146
-0.023835406,-0.0083115995
1.538402,1.4784789
-0.97477806,-0.99056137
0.0,0.011182357
0.0,-0.043343883
0.0,-0.0062196497
-0.29916447,-0.100122154
1.0825312,0.9935252
-0.023835406,-0.010460895
1.4974827,1.4420996
-0.98629636,-0.99984694
0.0,0.011867035
0.0,-0.042165942
0.0,-0.0044392403
-0.29917648,-0.09987207
1.0825312,0.9998548
-0.023835406,-0.01299604
1.4565631,1.4055789
-0.99781126,-1.0093312
0.0,0.012537565
0.0,-0.04098903
0.0,-0.0026524216
-0.29921117,-0.099718556
1.0825312,1.0058845
-0.023835406,-0.015884455
1.4156436,1.3689191
-1.0093224,-1.019022
0.0,0.013196666
0.0,-0.03980936
0.0,-0.0008616671
-0.29922646,-0.09969272
1.0825312,1.0115906
-0.023835406,-0.01906586
1.3747232,1.3321286
-1.0208298,-1.0289216
0.0,0.0138455145
0.0,-0.03862272
0.0,0.00092978776
-0.29924434,-0.09979302
1.0825312,1.016953
-0.023835406,-0.02246632
1.3338025,1.2952148
-1.0323329,-1.0390284
0.0,0.014487769
0.0,-0.03742346
0.0,0.002718389
-0.2992839,-0.10005875
1.0825312,1.0219514
-0.023835406,-0.026012082
1.2928818,1.2581857
-1.0438312,-1.0493362
0.0,0.015127856
0.0,-0.03620339
0.0,0.0044998378
-0.2993047,-0.10053703
1.0825312,1.0265666
-0.023835406,-0.02960888
1.2519602,1.2210567
-1.0553247,-1.0598339
0.0,0.015768949
0.0,-0.034954254
0.0,0.00626914
-0.29932988,-0.10124219
1.0825312,1.0307814
-0.023835406,-0.0331523
1.2110378,1.1838373
-1.0668124,-1.0705078
0.0,0.01641642
0.0,-0.03366596
0.0,0.008020862
-0.29937908,-0.102229215
1.0825312,1.03458
-0.023835406,-0.03653801
1.1701156,1.1465393
-1.0782937,-1.0813404
0.0,0.017076317
0.0,-0.03232675
0.0,0.009748839
-0.2994111,-0.103558525
1.0825312,1.0379483
-0.023835406,-0.0396492
1.1291922,1.1091784
-1.0897677,-1.0923129
0.0,0.01775309
0.0,-0.030925538
0.0,0.011446439
-0.29945025,-0.10525355
1.0825312,1.0408756
-0.023835406,-0.04236364
1.0882268,1.0717659
-1.1012449,-1.103405
0.0,0.018453266
0.0,-0.029450145
0.0,0.013106841
-0.29951802,-0.107375935
1.0825312,1.0433538
-0.023835406,-0.044570435
1.0473021,1.0342903
-1.1127002,-1.1146046
0.0,0.019184295
0.0,-0.027886596
0.0,0.014723664
-0.29957756,-0.109992415
1.0825312,1.04538
-0.023835406,-0.046159383
1.0063758,0.996794
-1.1241428,-1.1258783
0.0,0.019950774
0.0,-0.026224863
0.0,0.016289463
-0.2996554,-0.11311936
1.0825312,1.0469451
-0.023835406,-0.04700722
0.9654474,0.9592787
-1.1355684,-1.1372141
0.0,0.02075969
0.0,-0.02445336
0.0,0.017797885
-0.29978344,-0.116817154
1.0825312,1.048054
-0.023835406,-0.047035072
0.9245174,0.9217449
-1.1469678,-1.1485971
0.0,0.02161866
0.0,-0.022560015
0.0,0.019243604
-0.29997975,-0.121144034
1.0825312,1.0487103
-0.023835406,-0.046161514
0.88358134,0.88419557
-1.1583099,-1.1600162
0.0,0.022534747
0.0,-0.020534419
0.0,0.0206219
-0.2990522,-0.126147
1.0825312,1.0489223
0.71648794,-0.044323828
0.84432906,0.7504833
-1.1792703,-1.1683756
0.0,0.020108853
0.0,0.0052593444
0.0,0.012823655
-0.21605983,-0.016230669
1.0825312,1.0808212
0.2353766,0.5664434
-2.2953315,-2.0220416
0.032978028,0.089775845
0.0,0.05116765
0.0,0.039961513
0.0,0.015471653
-0.8055498,-0.7054155
-0.9936662,-0.9015596
-0.023835406,-0.043384377
-2.2752442,-2.0114732
0.05239469,0.10060041
0.0,0.049283225
0.0,0.04124429
0.0,0.012827614
-0.8064627,-0.7131788
-0.9936662,-0.8999802
-0.023835406,-0.055286597
-2.2551386,-2.0021718
0.07175613,0.10906094
0.0,0.047611553
0.0,0.040948078
0.0,0.010547427
-0.8069407,-0.7115557
-0.9936662,-0.9050364
-0.023835406,-0.07029101
-2.2350054,-1.9884243
0.09110811,0.11761069
0.0,0.04781914
0.0,0.039638355
0.0,0.008205871
-0.807148,-0.709614
-0.9936662,-0.9134601
-0.023835406,-0.07526611
-2.2149074,-1.973377
0.110406965,0.12736979
0.0,0.04823612
0.0,0.038277496
0.0,0.006874623
-0.80726326,-0.7092318
-0.9936662,-0.9191813
-0.023835406,-0.07526833
-2.1947873,-1.9584827
0.12971757,0.13847612
0.0,0.048607614
0.0,0.037080593
0.0,0.006131783
-0.80733293,-0.7104674
-0.9936662,-0.92289466
-0.023835406,-0.074491605
-2.1746652,-1.9432919
0.14902414,0.150018
0.0,0.048984442
0.0,0.03603764
0.0,0.0055907816
-0.807376,-0.7125138
-0.9936662,-0.9259994
-0.023835406,-0.07326341
-2.154542,-1.9277099
0.16832826,0.16175567
0.0,0.04939175
0.0,0.035066962
0.0,0.0051028263
-0.8074092,-0.7148979
-0.9936662,-0.9290304
-0.023835406,-0.07172525
-2.134418,-1.9117714
0.1876305,0.17367119
0.0,0.04982135
0.0,0.034113046
0.0,0.004626518
-0.8074376,-0.71739334
-0.9936662,-0.9321089
-0.023835406,-0.070020646
-2.1142945,-1.8955199
0.2069304,0.18578453
0.0,0.050260644
0.0,0.033146113
0.0,0.0041525587
-0.80743647,-0.7198926
-0.9936662,-0.93524957
-0.023835406,-0.06824654
-2.0941703,-1.8789902
0.22622864,0.19811518
0.0,0.050700407
0.0,0.032151114
0.0,0.0036788955
-0.8074551,-0.72232974
-0.9936662,-0.9384452
-0.023835406,-0.06646192
-2.0740454,-1.8621898
0.24552552,0.21063705
0.0,0.051136572
0.0,0.031121437
0.0,0.0031924546
-0.8074779,-0.7247068
-0.9936662,-0.94169736
-0.023835406,-0.06470522
-2.0539198,-1.8451391
0.26482102,0.22338729
0.0,0.051562306
0.0,0.030050527
0.0,0.0027016252
-0.8075017,-0.7269928
-0.9936662,-0.9449991
-0.023835406,-0.06299406
-2.033793,-1.8278458
0.2841152,0.23636402
0.0,0.05197456
0.0,0.028939748
0.0,0.002206618
-0.80754435,-0.72918284
-0.9936662,-0.9483435
-0.023835406,-0.061334576
-2.0136662,-1.8103162
0.3034067,0.2495644
0.0,0.052370865
0.0,0.027790379
0.0,0.0017072391
-0.80755395,-0.7312839
-0.9936662,-0.9517219
-0.023835406,-0.05973356
-1.9935391,-1.7925617
0.32269546,0.26298538
0.0,0.052748848
0.0,0.026604053
0.0,0.0012039151
-0.8075745,-0.7332709
-0.9936662,-0.9551302
-0.023835406,-0.058196876
-1.9734107,-1.7745913
0.3419813,0.27662238
0.0,0.053106893
0.0,0.025382224
0.0,0.00069570355
-0.807615,-0.735157
-0.9936662,-0.9585599
-0.023835406,-0.056730885
-1.9532812,-1.7564148
0.36126393,0.2904694
0.0,0.053442944
0.0,0.024126753
0.0,0.00018206611
-0.8076636,-0.736952
-0.9936662,-0.9620012
-0.023835406,-0.055342797
-1.9331498,-1.7380433
0.38054204,0.3045202
0.0,0.053755376
0.0,0.02283983
0.0,-0.00033725426
-0.8077267,-0.73865366
-0.9936662,-0.96544635
-0.023835406,-0.054039482
-1.9130158,-1.7194887
0.3998141,0.31876785
0.0,0.054042723
0.0,0.021523915
0.0,-0.0008628089
-0.8078473,-0.740266
-0.9936662,-0.96888494
-0.023835406,-0.052826595
-1.8928787,-1.7007614
0.41907367,0.3332026
0.0,0.05430388
0.0,0.020181699
0.0,-0.0013954937
-0.8080373,-0.7418144
-0.9936662,-0.9723048
-0.023835406,-0.0517109
-1.8727208,-1.6818734
0.43508634,0.34781268
0.0,0.054537486
0.0,0.018816264
0.0,-0.0019358285
-0.9082346,-0.7433159
-0.9936662,-0.9756925
-1.1142886,-0.050698336
-1.8498102,-1.5583683
0.4398333,0.35817915
0.0,0.0100392215
0.0,0.010853649
0.0,-0.009226199
-1.0133864,-0.6011165
-0.9936662,-1.00087
-0.5625796,-0.44299752
-1.8267907,-1.555319
0.4372876,0.32809857
0.0,0.023886476
0.0,0.013439358
0.0,-0.0044791643
-1.0655154,-0.7246823
-0.9936662,-0.98940265
-0.2903436,-0.3378891
-1.8040162,-1.5481375
0.43113562,0.33320245
0.0,0.036432277
