time,position,rotation,velocity
22.979,"[9.433085132737249, 3.7850259583862056, 0.0]","[0.0, 0.0, 1.024943255172162]","[0.5, 0.0, 0.0327796562657709]"
23.179,"[9.484708610151745, 3.8706232520372295, 0.0]","[0.0, 0.0, 1.0314821141765902]","[0.5, 0.0, 0.03337585500607869]"
23.38,"[9.536021725564439, 3.9569918994411823, 0.0]","[0.0, 0.0, 1.0382022667016704]","[0.5, 0.0, 0.034205041968833005]"
23.58,"[9.586498802249968, 4.043279857618519, 0.0]","[0.0, 0.0, 1.045103235696661]","[0.5, 0.0, 0.03531319908369126]"
23.78,"[9.636371534804795, 4.129919521174355, 0.0]","[0.0, 0.0, 1.0522542212794488]","[0.5, 0.0, 0.03679524817773361]"
23.98,"[9.685611037442314, 4.216918510483926, 0.0]","[0.0, 0.0, 1.0597050653637685]","[0.5, 0.0, 0.03878360945533954]"
24.18,"[9.734177645733608, 4.304286974882489, 0.0]","[0.0, 0.0, 1.0675618016198616]","[0.5, 0.0, 0.04145013971332787]"
24.381,"[9.78225775041343, 4.392481745448547, 0.0]","[0.0, 0.0, 1.0760677845146034]","[0.5, 0.0, 0.04515186810048539]"
24.581,"[9.829310079645799, 4.480651387559349, 0.0]","[0.0, 0.0, 1.0853713271145888]","[0.5, 0.0, 0.050365477764103495]"
24.781,"[9.875488043992279, 4.569269113464027, 0.0]","[0.0, 0.0, 1.0958657048011733]","[0.5, 0.0, 0.05801095007430137]"
24.981,"[9.920652867261792, 4.658387650682449, 0.0]","[0.0, 0.0, 1.1082004296694596]","[0.5, 0.0, 0.07023153374962017]"
25.181,"[9.964579694904517, 4.748094692582011, 0.0]","[0.0, 0.0, 1.1236289266365977]","[0.5, 0.0, 0.09208974328407393]"
25.381,"[10.006860759502358, 4.838530058127992, 0.0]","[0.0, 0.0, 1.1450603185893493]","[0.5, 0.0, 0.14008205774620758]"
25.581,"[10.046469314868228, 4.929820537912496, 0.0]","[0.0, 0.0, 1.1868400520317666]","[0.5, 0.0, 0.44632662944350127]"
25.781,"[10.079603178140419, 5.0232397552508194, 0.0]","[0.0, 0.0, 1.27336774690911]","[0.5, 0.0, 0.4229896988292507]"
25.981,"[10.104757658207268, 5.1192427544904735, 0.0]","[0.0, 0.0, 1.3556584610990485]","[0.5, 0.0, 0.4008954747125938]"
26.181,"[10.122202447353548, 5.2170171844170845, 0.0]","[0.0, 0.0, 1.4335287593083466]","[0.5, 0.0, 0.3800924728515399]"
26.381,"[10.132124294342711, 5.315889934048625, 0.0]","[0.0, 0.0, 1.507154992637729]","[0.5, 0.0, 0.3605145167047266]"
26.581,"[10.134909525247185, 5.415206452671995, 0.0]","[0.0, 0.0, 1.5772553855332505]","[0.5, 0.0, 0.3419410191330053]"
26.781,"[10.130920949758012, 5.514511616627347, 0.0]","[0.0, 0.0, 1.6437600109591606]","[0.5, 0.0, 0.32438997481809867]"
26.981,"[10.120511933846899, 5.61341065207097, 0.0]","[0.0, 0.0, 1.707105665755199]","[0.5, 0.0, 0.30772752825112565]"
27.181,"[10.1040129501879, 5.711500451406281, 0.0]","[0.0, 0.0, 1.7675781877475405]","[0.5, 0.0, 0.2918626153245282]"
27.381,"[10.081703433243007, 5.80898832843491, 0.0]","[0.0, 0.0, 1.8250479908841417]","[0.5, 0.0, 0.2768445515532372]"
27.581,"[10.054214091771275, 5.904150418816345, 0.0]","[0.0, 0.0, 1.8787870505370212]","[0.5, 0.0, 0.26285630382912745]"
27.781,"[10.021593319606472, 5.998217891927424, 0.0]","[0.0, 0.0, 1.9300957466694375]","[0.5, 0.0, 0.2495405019921193]"
27.981,"[9.98429488627759, 6.090555081141518, 0.0]","[0.0, 0.0, 1.9787861182771718]","[0.5, 0.0, 0.23694327777573232]"
28.181,"[9.942636808596953, 6.181044645228386, 0.0]","[0.0, 0.0, 2.024943672008574]","[0.5, 0.0, 0.2250367253987237]"
28.381,"[9.896934487192327, 6.2695562149232025, 0.0]","[0.0, 0.0, 2.0690182840101934]","[0.5, 0.0, 0.21368870935208342]"
28.581,"[9.847460861142624, 6.356051162584861, 0.0]","[0.0, 0.0, 2.1110138140098336]","[0.5, 0.0, 0.20290074561830992]"
28.781,"[9.794489274833653, 6.440490744448491, 0.0]","[0.0, 0.0, 2.15089800717996]","[0.5, 0.0, 0.19268351228587666]"
28.981,"[9.738294615155993, 6.5228428085856045, 0.0]","[0.0, 0.0, 2.1886367025984113]","[0.5, 0.0, 0.18304828244808038]"
29.182,"[9.678786067681896, 6.603481406737722, 0.0]","[0.0, 0.0, 2.2245342888634125]","[0.5, 0.0, 0.17391278544693387]"
29.382,"[9.61680714985782, 6.681611263543426, 0.0]","[0.0, 0.0, 2.258420094959073]","[0.5, 0.0, 0.16531404978525724]"
29.582,"[9.5522746917516, 6.757660497223477, 0.0]","[0.0, 0.0, 2.2905852811198266]","[0.5, 0.0, 0.15717465241611883]"
29.782,"[9.485378648503495, 6.831655579556023, 0.0]","[0.0, 0.0, 2.3211495063305643]","[0.5, 0.0, 0.14946072043523487]"
29.982,"[9.416292934622385, 6.903633632267232, 0.0]","[0.0, 0.0, 2.3501794428200995]","[0.5, 0.0, 0.1421541484908656]"
30.182,"[9.345182713369407, 6.973632815710411, 0.0]","[0.0, 0.0, 2.3777704824821693]","[0.5, 0.0, 0.13522758915557906]"
30.382,"[9.272190507131697, 7.041701307156343, 0.0]","[0.0, 0.0, 2.4040508694101055]","[0.5, 0.0, 0.12864543736577344]"
30.582,"[9.197458726144076, 7.107876503819599, 0.0]","[0.0, 0.0, 2.4290943026561203]","[0.5, 0.0, 0.12238417630739255]"
30.782,"[9.121130810487495, 7.172204803235517, 0.0]","[0.0, 0.0, 2.4529901013362436]","[0.5, 0.0, 0.11642134655788276]"
30.983,"[9.042924465850367, 7.235049737217533, 0.0]","[0.0, 0.0, 2.475902187520685]","[0.5, 0.0, 0.11071515143047285]"
31.183,"[8.963726953437014, 7.295844716981718, 0.0]","[0.0, 0.0, 2.4976403967821583]","[0.5, 0.0, 0.10528713816187597]"
31.383,"[8.883261175127299, 7.3549600826950865, 0.0]","[0.0, 0.0, 2.5182949822260174]","[0.5, 0.0, 0.10019491353184655]"
31.583,"[8.80162064460429, 7.412456625799395, 0.0]","[0.0, 0.0, 2.537854811824854]","[0.5, 0.0, 0.0953660724162095]"
31.783,"[8.718894708846731, 7.468393390840848, 0.0]","[0.0, 0.0, 2.5564038888232132]","[0.5, 0.0, 0.09080262276805459]"
31.983,"[8.635170304552148, 7.522824342799823, 0.0]","[0.0, 0.0, 2.574067027980384]","[0.5, 0.0, 0.08646869767193648]"
32.183,"[8.550517028542128, 7.575806654927335, 0.0]","[0.0, 0.0, 2.590860700337868]","[0.5, 0.0, 0.08236091636561257]"
32.383,"[8.464999776520536, 7.627398201254163, 0.0]","[0.0, 0.0, 2.60680759922192]","[0.5, 0.0, 0.07847390470181863]"
32.583,"[8.378685715387707, 7.677650424467995, 0.0]","[0.0, 0.0, 2.621997300056962]","[0.5, 0.0, 0.0747821236395112]"
32.783,"[8.29163092238091, 7.726615417409765, 0.0]","[0.0, 0.0, 2.636458095344222]","[0.5, 0.0, 0.07127838854738053]"
32.983,"[8.203886945498601, 7.774344871381217, 0.0]","[0.0, 0.0, 2.650219930017823]","[0.5, 0.0, 0.06795499268627099]"
