time,position,rotation,velocity
0.221,"[-1.0380235479995684e-06, -1.4590881212257516e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.222,"[-1.0277965189322072e-06, -1.4621879849335794e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.223,"[-1.0178481388879723e-06, -1.4650440397115688e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.223,"[-1.0081654142702137e-06, -1.46766880379115e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.224,"[-9.987370114365735e-07, -1.470077153406539e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.225,"[-9.895533012995936e-07, -1.472285028658398e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.226,"[-9.806062833215418e-07, -1.474308630474901e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.227,"[-9.718894379701082e-07, -1.4761638412017266e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.229,"[-9.633975447615253e-07, -1.4778658276387659e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.23,"[-9.551264907358206e-07, -1.4794287898891096e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.23,"[-9.470730850573775e-07, -1.480865822973394e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.232,"[-9.694759988939164e-07, -1.4849954287146914e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.233,"[-9.92454913563423e-07, -1.486283795052038e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.234,"[-9.922729791401672e-07, -1.485709278534978e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.235,"[-9.82416886633787e-07, -1.484881559542089e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.236,"[-9.750008351820313e-07, -1.484192984259153e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.237,"[-9.719054860435686e-07, -1.4836447372414716e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.238,"[-9.71550912845509e-07, -1.4831865552722185e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.239,"[-9.725875561852546e-07, -1.482802385274643e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.24,"[-9.744185091352733e-07, -1.4824907236244675e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.24,"[-9.76810114323469e-07, -1.4822477952061473e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.242,"[-9.79621571893692e-07, -1.482065811792374e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.243,"[-9.827380200956234e-07, -1.4819351955317487e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.244,"[-9.86073363456498e-07, -1.4818465300089588e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.245,"[-9.895734843865661e-07, -1.4817913624381584e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.246,"[-9.932104016547802e-07, -1.4817623727147645e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.247,"[-9.969739607094616e-07, -1.4817533568822423e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.248,"[-1.0008651632423954e-06, -1.4817591699306984e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.249,"[-1.0048916390462126e-06, -1.481775643557729e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.25,"[-1.0090653265511923e-06, -1.4817992150103223e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.251,"[-1.013399554684706e-06, -1.4818271425568684e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.252,"[-1.0179075336227625e-06, -1.4818574221101345e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.253,"[-1.0226015438987227e-06, -1.4818886376319513e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.254,"[-1.0274924960905832e-06, -1.4819198295538973e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.255,"[-1.0325897499326858e-06, -1.4819503835594954e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.256,"[-1.037901104877087e-06, -1.481979939249162e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.257,"[-1.043432895976061e-06, -1.4820083170760965e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.258,"[-1.0491901479194737e-06, -1.4820354613757317e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.259,"[-1.0551767547798893e-06, -1.482061397086565e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.259,"[-1.06139566382734e-06, -1.4820861977645016e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.26,"[-1.067849049976588e-06, -1.4821099626818536e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.262,"[-1.0745384730953197e-06, -1.482132801020196e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.263,"[-1.0814650145780577e-06, -1.482154821492336e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.264,"[-1.088629392295877e-06, -1.482176125978118e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.265,"[-1.096032054804033e-06, -1.482196806065859e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.266,"[-1.1036732566818697e-06, -1.482216941602148e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.267,"[-1.111553117386782e-06, -1.4822366005717036e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.268,"[-1.1196716661722797e-06, -1.482255839808159e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.269,"[-1.1280288803360364e-06, -1.4822747036112747e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.27,"[-1.1366247259642082e-06, -1.4822932165702598e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.271,"[-1.1454591449383544e-06, -1.4823114016751553e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.272,"[-1.1545320683682692e-06, -1.4823292800612783e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.273,"[-1.1638434257391778e-06, -1.4823468709246993e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.274,"[-1.1733931505764766e-06, -1.4823641915999515e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.275,"[-1.1831811837052786e-06, -1.4823812577285407e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.276,"[-1.1932074747388055e-06, -1.4823980834628816e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.277,"[-1.2034719824426804e-06, -1.482414681677966e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.278,"[-1.2139746743645638e-06, -1.4824310641706414e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.279,"[-1.2247155260170992e-06, -1.4824472418316722e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.28,"[-1.2356945198795793e-06, -1.4824632247994668e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.281,"[-1.2469118162022896e-06, -1.4824789535792153e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.282,"[-1.2583678137244314e-06, -1.4824942754025726e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.283,"[-1.27006249145932e-06, -1.4825092104672356e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.284,"[-1.2819958198299203e-06, -1.4825237858932638e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.285,"[-1.2941677701881413e-06, -1.4825380306371315e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.286,"[-1.3065783166987463e-06, -1.482551973382903e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.286,"[-1.3192274373134e-06, -1.482565641292169e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.288,"[-1.3321151141913387e-06, -1.4825790593343086e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.289,"[-1.34524133371932e-06, -1.4825922500030682e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.29,"[-1.358606086236669e-06, -1.4826052332815648e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.291,"[-1.3722093656111378e-06, -1.4826180267700999e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.292,"[-1.386051168742776e-06, -1.4826306458952623e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.292,"[-1.4001314950730023e-06, -1.4826431041602223e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.294,"[-1.414450346117098e-06, -1.482655413401549e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.295,"[-1.4290077250452698e-06, -1.482667584035749e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.296,"[-5.436333334893698e-07, -1.469026744847018e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.297,"[1.2032605560810192e-06, -1.4439043486895405e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.298,"[3.832231623715487e-06, -1.4100356423152101e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.299,"[7.350074408774866e-06, -1.370297219633231e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.3,"[1.1756777172058398e-05, -1.3272120250136504e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.301,"[1.705144196084349e-05, -1.282917796860151e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.302,"[2.352723153982092e-05, -1.1166660883238589e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.303,"[3.1393000584403405e-05, -6.945241796809715e-07, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.304,"[4.062311306135113e-05, 2.4806334901838882e-08, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.305,"[5.1192178319088046e-05, 1.0180488294998331e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.306,"[6.300017367960944e-05, 2.1958364084613337e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.307,"[7.595129815342761e-05, 3.4931190263234406e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.308,"[9.00070954130746e-05, 4.842248998409593e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.309,"[0.00010436995822307206, 6.060950787914438e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.31,"[0.00011945980035478129, 7.216816126979967e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.311,"[0.00013544005798222462, 8.260006654144621e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.312,"[0.00015236270642690012, 9.143719014423198e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.313,"[0.00017023924422106436, 9.912449804821348e-06, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.314,"[0.0001890525326230224, 1.0554369669415017e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.315,"[0.00020877247279283122, 1.1067161972678646e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.316,"[0.00022937494805584137, 1.1453335003212986e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.317,"[0.0002508508604648213, 1.1717842550725435e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.318,"[0.0002732035580831531, 1.1867928744174013e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.319,"[0.00029644107546282234, 1.1914236366768326e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.32,"[0.00032056971479068816, 1.1871433466554236e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.321,"[0.00034559166836372474, 1.1757594826758544e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.322,"[0.0003715059174493702, 1.159283666872127e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.323,"[0.0003983103102740207, 1.1398203036753714e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.324,"[0.0004260033338541755, 1.1170624077131732e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
0.325,"[0.0004545845390440655, 1.091988885739573e-05, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.0]"
